Medicamento,Comercializado,Especie de destino
DOXYCARE 200 mg COMPRIMIDOS PARA GATOS Y PERROS,NO,Gatos
DOXYCARE 200 mg COMPRIMIDOS PARA GATOS Y PERROS,NO,Perros
DOXYCARE 200 mg COMPRIMIDOS PARA GATOS Y PERROS,NO,Perros
DOXYCARE 200 mg COMPRIMIDOS PARA GATOS Y PERROS,NO,Gatos
DOXYCARE 200 mg COMPRIMIDOS PARA GATOS Y PERROS,NO,Perros
DOXYCARE 200 mg COMPRIMIDOS PARA GATOS Y PERROS,SI,Perros
DOXYCARE 200 mg COMPRIMIDOS PARA GATOS Y PERROS,NO,Gatos
"FIRODYL 62,5 mg COMPRIMIDOS MASTICABLES PARA PERROS",NO,Perros
"FIRODYL 62,5 mg COMPRIMIDOS MASTICABLES PARA PERROS",NO,Perros
"FIRODYL 62,5 mg COMPRIMIDOS MASTICABLES PARA PERROS",SI,Perros
FIRODYL 250 mg COMPRIMIDOS MASTICABLES PARA PERROS,NO,Perros
FIRODYL 250 mg COMPRIMIDOS MASTICABLES PARA PERROS,NO,Perros
FIRODYL 250 mg COMPRIMIDOS MASTICABLES PARA PERROS,SI,Perros
FIRODYL 250 mg COMPRIMIDOS MASTICABLES PARA PERROS,NO,Perros
ISOFANE 1000 mg/g LIQUIDO PARA INHALACION DEL VAPOR # ISOFANE 1000 mg/g  LIQUIDO PARA INHALACION DEL VAPOR,SI,Perros
ISOFANE 1000 mg/g LIQUIDO PARA INHALACION DEL VAPOR # ISOFANE 1000 mg/g  LIQUIDO PARA INHALACION DEL VAPOR,SI,Gatos
DYNACAN 50 mg/60mg SOLUCION SPOT-ON GATOS Y HURONES,NO,Gatos
DYNACAN 50 mg/60mg SOLUCION SPOT-ON GATOS Y HURONES,NO,Gatos
DYNACAN 50 mg/60mg SOLUCION SPOT-ON GATOS Y HURONES,SI,Gatos
DYNACAN 50 mg/60mg SOLUCION SPOT-ON GATOS Y HURONES,NO,Gatos
DYNACAN 50 mg/60mg SOLUCION SPOT-ON GATOS Y HURONES,NO,Gatos
ONSIOR 5 MG COMPRIMIDOS PARA PERROS,NO,Perros
ONSIOR 5 MG COMPRIMIDOS PARA PERROS,NO,Perros
ONSIOR 10 mg COMPRIMIDOS PARA PERROS,SI,Perros
ONSIOR 10 mg COMPRIMIDOS PARA PERROS,NO,Perros
ONSIOR 20 mg COMPRIMIDOS PARA PERROS,SI,Perros
ONSIOR 20 mg COMPRIMIDOS PARA PERROS,SI,Perros
ONSIOR 40 mg COMPRIMIDOS PARA PERROS,SI,Perros
ONSIOR 40 mg COMPRIMIDOS PARA PERROS,SI,Perros
CALCIOVET S,SI,Perros
CALCIOVET S,NO,Gatos
CALCIOVET S,NO,Perros
CALCIOVET S,SI,Perros
PRINOCATE 40 mg /4 mg SOLUCION PARA UNCION DORSAL PUNTUAL PARA GATOS PEQUEÑOS Y HURONES,NO,Gatos
PRINOCATE 40 mg /4 mg SOLUCION PARA UNCION DORSAL PUNTUAL PARA GATOS PEQUEÑOS Y HURONES,SI,Gatos
PRINOCATE 40 mg /4 mg SOLUCION PARA UNCION DORSAL PUNTUAL PARA GATOS PEQUEÑOS Y HURONES,NO,Gatos
PRINOCATE 40 mg /4 mg SOLUCION PARA UNCION DORSAL PUNTUAL PARA GATOS PEQUEÑOS Y HURONES,NO,Gatos
PRINOCATE 40 mg /4 mg SOLUCION PARA UNCION DORSAL PUNTUAL PARA GATOS PEQUEÑOS Y HURONES,NO,Gatos
PRINOCATE 40 mg /4 mg SOLUCION PARA UNCION DORSAL PUNTUAL PARA GATOS PEQUEÑOS Y HURONES,NO,Gatos
"COSACTHEN 0,25 mg/ml SOLUCION INYECTABLE PARA PERROS",SI,Perros
FURFURIN,SI,Gatos
VERSICAN PLUS BBPI IN LIOFILIZADO Y DISOLVENTE PARA GOTAS NASALES EN SUSPENSION PARA PERROS,SI,Perros
VERSICAN PLUS BBPI IN LIOFILIZADO Y DISOLVENTE PARA GOTAS NASALES EN SUSPENSION PARA PERROS,NO,Perros
PROPOMITOR 10 mg/ml EMULSION INYECTABLE Y PARA PERFUSION PARA PERROS Y GATOS,NO,Perros
PROPOMITOR 10 mg/ml EMULSION INYECTABLE Y PARA PERFUSION PARA PERROS Y GATOS,SI,Perros
PROPOMITOR 10 mg/ml EMULSION INYECTABLE Y PARA PERFUSION PARA PERROS Y GATOS,NO,Perros
PROPOMITOR 10 mg/ml EMULSION INYECTABLE Y PARA PERFUSION PARA PERROS Y GATOS,NO,Gatos
OTOTOP GOTAS OTICAS Y SUSPENSION CUTANEA PARA PERROS  GATOS Y COBAYAS,SI,Perros
OTOTOP GOTAS OTICAS Y SUSPENSION CUTANEA PARA PERROS  GATOS Y COBAYAS,NO,Perros
OTOTOP GOTAS OTICAS Y SUSPENSION CUTANEA PARA PERROS  GATOS Y COBAYAS,NO,Perros
FIPREX DUO 50 mg + 60 mg SOLUCION SPOT-ON PARA GATOS Y HURONES,SI,Gatos
CATOSAL,SI,Gatos
SPASMALGAN COMPOSITUM 500 mg/ml + 4 mg/ml SOLUCION INYECTABLE PARA CABALLOS BOVINO  PORCINO Y PERROS,NO,Perros
SPASMALGAN COMPOSITUM 500 mg/ml + 4 mg/ml SOLUCION INYECTABLE PARA CABALLOS BOVINO  PORCINO Y PERROS,SI,Perros
BIMODULA 100 mg/ml SOLUCION INYECTABLE PARA BOVINO OVINO PORCINO CABALLOS PERROS Y GATOS,NO,Perros
BIMODULA 100 mg/ml SOLUCION INYECTABLE PARA BOVINO OVINO PORCINO CABALLOS PERROS Y GATOS,NO,Perros
BIMODULA 100 mg/ml SOLUCION INYECTABLE PARA BOVINO OVINO PORCINO CABALLOS PERROS Y GATOS,NO,Gatos
BIMODULA 100 mg/ml SOLUCION INYECTABLE PARA BOVINO OVINO PORCINO CABALLOS PERROS Y GATOS,NO,Gatos
BIMODULA 100 mg/ml SOLUCION INYECTABLE PARA BOVINO OVINO PORCINO CABALLOS PERROS Y GATOS,NO,Perros
BIMODULA 100 mg/ml SOLUCION INYECTABLE PARA BOVINO OVINO PORCINO CABALLOS PERROS Y GATOS,NO,Gatos
BIMODULA 100 mg/ml SOLUCION INYECTABLE PARA BOVINO OVINO PORCINO CABALLOS PERROS Y GATOS,NO,Perros
BIMODULA 100 mg/ml SOLUCION INYECTABLE PARA BOVINO OVINO PORCINO CABALLOS PERROS Y GATOS,NO,Gatos
CLAVUDALE 200 mg/50 mg COMPRIMIDOS PARA PERROS,NO,Perros
CLAVUDALE 40 mg/10 mg COMPRIMIDOS PARA GATOS Y PERROS,NO,Perros
CLAVUDALE 400 mg/100 mg COMPRIMIDOS PARA PERROS,NO,Perros
CEPEDOX VET 15 mg COMPRIMIDOS PARA PERROS Y GATOS,NO,Perros
CEPEDOX VET 15 mg COMPRIMIDOS PARA PERROS Y GATOS,NO,Gatos
CEPEDOX VET 15 mg COMPRIMIDOS PARA PERROS Y GATOS,NO,Perros
CEPEDOX VET 15 mg COMPRIMIDOS PARA PERROS Y GATOS,NO,Gatos
CEPEDOX VET 15 mg COMPRIMIDOS PARA PERROS Y GATOS,NO,Gatos
CEPEDOX VET 15 mg COMPRIMIDOS PARA PERROS Y GATOS,NO,Perros
CEPEDOX VET 50 mg COMPRIMIDOS PARA PERROS Y GATOS,NO,Gatos
CEPEDOX VET 50 mg COMPRIMIDOS PARA PERROS Y GATOS,NO,Perros
CEPEDOX VET 50 mg COMPRIMIDOS PARA PERROS Y GATOS,SI,Perros
CEPEDOX VET 50 mg COMPRIMIDOS PARA PERROS Y GATOS,NO,Perros
CEPEDOX VET 50 mg COMPRIMIDOS PARA PERROS Y GATOS,NO,Perros
CEPEDOX VET 50 mg COMPRIMIDOS PARA PERROS Y GATOS,NO,Perros
NOBIVAC RESPIRA Bb SUSPENSIÓN INYECTABLE PARA PERROS. # NOBIVAC RESPIRA Bb SUSPENSION INYECTABLE PARA PERROS,SI,Perros
NOBIVAC RESPIRA Bb SUSPENSION INYECTABLE EN JERINGA PRECARGADA PARA PERROS,SI,Perros
NOBIVAC RESPIRA Bb SUSPENSION INYECTABLE EN JERINGA PRECARGADA PARA PERROS,NO,Perros
PUREVAX RCPCH FELV LIOFILIZADO Y DISOLVENTE PARA SUSPENSIÓN INYECTABLE,SI,Gatos
PUREVAX RCPCH LIOFILIZADO Y DISOLVENTE PARA SUSPENSIÓN INYECTABLE,SI,Gatos
PUREVAX RCP FELV LIOFILIZADO Y DISOLVENTE PARA SUSPENSIÓN INYECTABLE,SI,Gatos
PUREVAX RCP LIOFILIZADO Y DISOLVENTE PARA SUSPENSIÓN INYECTABLE,SI,Gatos
PUREVAX FELV SUSPENSION INYECTABLE,SI,Gatos
ACEPROLAB 5 mg/ml SOLUCION INYECTABLE,SI,Gatos
ACEPROLAB 5 mg/ml SOLUCION INYECTABLE,NO,Gatos
LIBRELA 20 mg SOLUCION INYECTABLE PARA PERROS,NO,Perros
LIBRELA 20 mg SOLUCION INYECTABLE PARA PERROS,SI,Perros
LIBRELA 20 mg SOLUCION INYECTABLE PARA PERROS,NO,Perros
LIBRELA 30 mg SOLUCION INYECTABLE PARA PERROS,NO,Perros
LIBRELA 30 mg SOLUCION INYECTABLE PARA PERROS,SI,Perros
LIBRELA 30 mg SOLUCION INYECTABLE PARA PERROS,NO,Perros
LIBRELA 5 mg SOLUCION INYECTABLE PARA PERROS,NO,Perros
LIBRELA 5 mg SOLUCION INYECTABLE PARA PERROS,SI,Perros
LIBRELA 5 mg SOLUCION INYECTABLE PARA PERROS,NO,Perros
"RHEUMOCAM 0,5 mg/ml SUSPENSION ORAL PARA GATOS",NO,Gatos
"RHEUMOCAM 0,5 mg/ml SUSPENSION ORAL PARA GATOS",NO,Gatos
"INFLACAM 0,5 mg/ml SUSPENSION ORAL PARA GATOS",NO,Gatos
"INFLACAM 0,5 mg/ml SUSPENSION ORAL PARA GATOS",SI,Gatos
"INFLACAM 0,5 mg/ml SUSPENSION ORAL PARA GATOS",SI,Gatos
"INFLACAM 0,5 mg/ml SUSPENSION ORAL PARA GATOS",NO,Gatos
"NEXGARD COMBO SOLUCION SPOT-ON PARA GATOS < 2,5 kg",NO,Gatos
"NEXGARD COMBO SOLUCION SPOT-ON PARA GATOS < 2,5 kg",SI,Gatos
"NEXGARD COMBO SOLUCION SPOT-ON PARA GATOS < 2,5 kg",NO,Gatos
"NEXGARD COMBO SOLUCION SPOT-ON PARA GATOS < 2,5 kg",NO,Gatos
"NEXGARD COMBO SOLUCION SPOT-ON PARA GATOS 2,5 - 7,5 kg",NO,Gatos
"NEXGARD COMBO SOLUCION SPOT-ON PARA GATOS 2,5 - 7,5 kg",SI,Gatos
"NEXGARD COMBO SOLUCION SPOT-ON PARA GATOS 2,5 - 7,5 kg",NO,Gatos
"NEXGARD COMBO SOLUCION SPOT-ON PARA GATOS 2,5 - 7,5 kg",NO,Gatos
"NEXGARD COMBO SOLUCION SPOT-ON PARA GATOS 2,5 - 7,5 kg",SI,Gatos
CALCIO INYECTABLE LABIANA SOLUCION INYECTABLE # CALCIO INYECTABLE LABIANA,NO,Perros
CALCIO INYECTABLE LABIANA SOLUCION INYECTABLE # CALCIO INYECTABLE LABIANA,SI,Perros
CALCIO INYECTABLE LABIANA SOLUCION INYECTABLE # CALCIO INYECTABLE LABIANA,NO,Perros
CALCIO INYECTABLE LABIANA SOLUCION INYECTABLE # CALCIO INYECTABLE LABIANA,NO,Perros
CALCIO INYECTABLE LABIANA SOLUCION INYECTABLE # CALCIO INYECTABLE LABIANA,NO,Perros
"SEDACHEM 20 mg/ml SOLUCION INYECTABLE PARA BOVINO, CABALLOS, PERROS Y GATOS",NO,Perros
"SEDACHEM 20 mg/ml SOLUCION INYECTABLE PARA BOVINO, CABALLOS, PERROS Y GATOS",NO,Perros
DEXRAPID 2 mg/ml SOLUCION INYECTABLE,SI,Perros
TSEFALEN 50 mg/ml POLVO PARA SUSPENSION ORAL PARA PERROS DE HASTA 20 KG Y GATOS,SI,Perros
TSEFALEN 50 mg/ml POLVO PARA SUSPENSION ORAL PARA PERROS DE HASTA 20 KG Y GATOS,NO,Gatos
SOLENSIA 7 mg/ml SOLUCION INYECTABLE PARA GATOS,NO,Gatos
SOLENSIA 7 mg/ml SOLUCION INYECTABLE PARA GATOS,SI,Gatos
SOLENSIA 7 mg/ml SOLUCION INYECTABLE PARA GATOS,NO,Gatos
KABERGOVET 50 microgramos/ml SOLUCION ORAL PARA PERROS Y GATOS,SI,Gatos
KABERGOVET 50 microgramos/ml SOLUCION ORAL PARA PERROS Y GATOS,SI,Gatos
KABERSTOP 50 microgramos/ml SOLUCION ORAL PARA PERROS Y GATOS,SI,Perros
KABERSTOP 50 microgramos/ml SOLUCION ORAL PARA PERROS Y GATOS,SI,Perros
APOQUEL 16 mg COMPRIMIDOS RECUBIERTOS CON PELICULA PARA PERROS,NO,Perros
APOQUEL 16 mg COMPRIMIDOS RECUBIERTOS CON PELICULA PARA PERROS,NO,Perros
"APOQUEL 3,6 mg COMPRIMIDOS RECUBIERTOS CON PELICULA PARA PERROS",NO,Perros
"APOQUEL 3,6 mg COMPRIMIDOS RECUBIERTOS CON PELICULA PARA PERROS",NO,Perros
"APOQUEL 5,4 mg COMPRIMIDOS RECUBIERTOS CON PELICULA PARA PERROS",NO,Perros
"APOQUEL 5,4 mg COMPRIMIDOS RECUBIERTOS CON PELICULA PARA PERROS",NO,Perros
LODISURE 1 mg COMPRIMIDOS PARA GATOS,NO,Gatos
LODISURE 1 mg COMPRIMIDOS PARA GATOS,SI,Gatos
LODISURE 1 mg COMPRIMIDOS PARA GATOS,NO,Gatos
LODISURE 1 mg COMPRIMIDOS PARA GATOS,NO,Gatos
EUPENCLAV 500 COMPRIMIDOS,SI,Perros
EUPENCLAV 500 COMPRIMIDOS,NO,Perros
EUPENCLAV 50 COMPRIMIDOS,SI,Perros
EUPENCLAV 50 COMPRIMIDOS,NO,Perros
SINERGEL PERMETRINA 715 mg SOLUCION SPOT-ON PARA PERROS,NO,Perros
SINERGEL PERMETRINA 715 mg SOLUCION SPOT-ON PARA PERROS,NO,Perros
SINERGEL PERMETRINA 715 mg SOLUCION SPOT-ON PARA PERROS,NO,Perros
SINERGEL PERMETRINA 715 mg SOLUCION SPOT-ON PARA PERROS,NO,Perros
SINERGEL PERMETRINA 715 mg SOLUCION SPOT-ON PARA PERROS,NO,Perros
SINERGEL PERMETRINA 715 mg SOLUCION SPOT-ON PARA PERROS,NO,Perros
SINERGEL PERMETRINA 715 mg SOLUCION SPOT-ON PARA PERROS,NO,Perros
SINERGEL PERMETRINA 715 mg SOLUCION SPOT-ON PARA PERROS,NO,Perros
SINERGEL PERMETRINA 715 mg SOLUCION SPOT-ON PARA PERROS,NO,Perros
SINERGEL PERMETRINA 715 mg SOLUCION SPOT-ON PARA PERROS,NO,Perros
SINERGEL PERMETRINA 715 mg SOLUCION SPOT-ON PARA PERROS,NO,Perros
SINERGEL PERMETRINA 715 mg SOLUCION SPOT-ON PARA PERROS,NO,Perros
SINERGEL PERMETRINA 715 mg SOLUCION SPOT-ON PARA PERROS,NO,Perros
SINERGEL PERMETRINA 715 mg SOLUCION SPOT-ON PARA PERROS,NO,Perros
SINERGEL PERMETRINA 715 mg SOLUCION SPOT-ON PARA PERROS,NO,Perros
METROTAB VET 250 mg COMPRIMIDOS PARA PERROS Y GATOS,NO,Perros
METROTAB VET 250 mg COMPRIMIDOS PARA PERROS Y GATOS,NO,Perros
METROTAB VET 250 mg COMPRIMIDOS PARA PERROS Y GATOS,NO,Perros
METROTAB VET 250 mg COMPRIMIDOS PARA PERROS Y GATOS,SI,Perros
METROTAB VET 1000 mg COMPRIMIDOS PARA PERROS,NO,Perros
METROTAB VET 1000 mg COMPRIMIDOS PARA PERROS,NO,Perros
METROTAB VET 1000 mg COMPRIMIDOS PARA PERROS,NO,Perros
METROTAB VET 1000 mg COMPRIMIDOS PARA PERROS,SI,Perros
METROTAB VET 500 mg COMPRIMIDOS PARA PERROS Y GATOS,NO,Gatos
METROTAB VET 500 mg COMPRIMIDOS PARA PERROS Y GATOS,NO,Perros
METROTAB VET 500 mg COMPRIMIDOS PARA PERROS Y GATOS,NO,Perros
METROTAB VET 500 mg COMPRIMIDOS PARA PERROS Y GATOS,SI,Perros
KELEVO 200 μg COMPRIMIDOS PARA PERROS Y GATOS,NO,Gatos
KELEVO 200 μg COMPRIMIDOS PARA PERROS Y GATOS,SI,Gatos
KELEVO 200 μg COMPRIMIDOS PARA PERROS Y GATOS,SI,Gatos
KELEVO 400 µg COMPRIMIDOS PARA PERROS Y GATOS,NO,Gatos
KELEVO 400 µg COMPRIMIDOS PARA PERROS Y GATOS,SI,Perros
KELEVO 400 µg COMPRIMIDOS PARA PERROS Y GATOS,SI,Gatos
PROTOZOKS 500 mg COMPRIMIDOS PARA PERROS Y GATOS,SI,Perros
PROTOZOKS 500 mg COMPRIMIDOS PARA PERROS Y GATOS,NO,Perros
PROTOZOKS 500 mg COMPRIMIDOS PARA PERROS Y GATOS,NO,Perros
"CYLANIC 50 mg + 12,5 mg COMPRIMIDOS PARA PERROS Y GATOS",SI,Gatos
"CYLANIC 50 mg + 12,5 mg COMPRIMIDOS PARA PERROS Y GATOS",NO,Perros
"CYLANIC 50 mg + 12,5 mg COMPRIMIDOS PARA PERROS Y GATOS",NO,Gatos
"CYLANIC 50 mg + 12,5 mg COMPRIMIDOS PARA PERROS Y GATOS",SI,Gatos
"CYLANIC 50 mg + 12,5 mg COMPRIMIDOS PARA PERROS Y GATOS",NO,Gatos
"CYLANIC 250 mg + 62,5 mg COMPRIMIDOS PARA PERROS Y GATOS",SI,Perros
"CYLANIC 250 mg + 62,5 mg COMPRIMIDOS PARA PERROS Y GATOS",NO,Perros
"CYLANIC 250 mg + 62,5 mg COMPRIMIDOS PARA PERROS Y GATOS",NO,Perros
"CYLANIC 250 mg + 62,5 mg COMPRIMIDOS PARA PERROS Y GATOS",SI,Perros
"CYLANIC 250 mg + 62,5 mg COMPRIMIDOS PARA PERROS Y GATOS",NO,Perros
CYLANIC 500 mg + 125 mg COMPRIMIDOS PARA PERROS,SI,Perros
CYLANIC 500 mg + 125 mg COMPRIMIDOS PARA PERROS,NO,Perros
CYLANIC 500 mg + 125 mg COMPRIMIDOS PARA PERROS,NO,Perros
CYLANIC 500 mg + 125 mg COMPRIMIDOS PARA PERROS,SI,Perros
CYLANIC 500 mg + 125 mg COMPRIMIDOS PARA PERROS,NO,Perros
FICOXIL 57 mg COMPRIMIDOS MASTICABLES PARA PERROS,NO,Perros
FICOXIL 57 mg COMPRIMIDOS MASTICABLES PARA PERROS,SI,Perros
FICOXIL 57 mg COMPRIMIDOS MASTICABLES PARA PERROS,NO,Perros
FICOXIL 57 mg COMPRIMIDOS MASTICABLES PARA PERROS,SI,Perros
FICOXIL 57 mg COMPRIMIDOS MASTICABLES PARA PERROS,SI,Perros
FICOXIL 57 mg COMPRIMIDOS MASTICABLES PARA PERROS,NO,Perros
FICOXIL 57 mg COMPRIMIDOS MASTICABLES PARA PERROS,NO,Perros
FICOXIL 57 mg COMPRIMIDOS MASTICABLES PARA PERROS,NO,Perros
FICOXIL 57 mg COMPRIMIDOS MASTICABLES PARA PERROS,NO,Perros
FICOXIL 57 mg COMPRIMIDOS MASTICABLES PARA PERROS,NO,Perros
FICOXIL 227 mg COMPRIMIDOS MASTICABLES PARA PERROS,NO,Perros
FICOXIL 227 mg COMPRIMIDOS MASTICABLES PARA PERROS,SI,Perros
FICOXIL 227 mg COMPRIMIDOS MASTICABLES PARA PERROS,NO,Perros
FICOXIL 227 mg COMPRIMIDOS MASTICABLES PARA PERROS,SI,Perros
FICOXIL 227 mg COMPRIMIDOS MASTICABLES PARA PERROS,SI,Perros
FICOXIL 227 mg COMPRIMIDOS MASTICABLES PARA PERROS,NO,Perros
FICOXIL 227 mg COMPRIMIDOS MASTICABLES PARA PERROS,NO,Perros
FICOXIL 227 mg COMPRIMIDOS MASTICABLES PARA PERROS,NO,Perros
FICOXIL 227 mg COMPRIMIDOS MASTICABLES PARA PERROS,NO,Perros
FICOXIL 227 mg COMPRIMIDOS MASTICABLES PARA PERROS,NO,Perros
PROTOZOKS 250 mg COMPRIMIDOS PARA PERROS Y GATOS,SI,Perros
PROTOZOKS 250 mg COMPRIMIDOS PARA PERROS Y GATOS,NO,Perros
PROTOZOKS 250 mg COMPRIMIDOS PARA PERROS Y GATOS,NO,Perros
METROZENIL 500 mg COMPRIMIDOS PARA PERROS Y GATOS,NO,Perros
METROZENIL 500 mg COMPRIMIDOS PARA PERROS Y GATOS,SI,Gatos
METROZENIL 500 mg COMPRIMIDOS PARA PERROS Y GATOS,NO,Perros
METROZENIL 250 mg COMPRIMIDOS PARA PERROS Y GATOS,NO,Gatos
METROZENIL 250 mg COMPRIMIDOS PARA PERROS Y GATOS,SI,Perros
METROZENIL 250 mg COMPRIMIDOS PARA PERROS Y GATOS,NO,Perros
"CATOCHEM 100 mg/ml + 0,05 mg/ml SOLUCION INYECTABLE PARA CABALLOS  BOVINO  PERROS Y GATOS",SI,Gatos
"CATOCHEM 100 mg/ml + 0,05 mg/ml SOLUCION INYECTABLE PARA CABALLOS  BOVINO  PERROS Y GATOS",SI,Gatos
VETBROMIDE 600 mg COMPRIMIDOS PARA PERROS,SI,Perros
VETBROMIDE 600 mg COMPRIMIDOS PARA PERROS,NO,Perros
SEDANINE 35 mg/ml GEL ORAL PARA PERROS,NO,Perros
SEDANINE 35 mg/ml GEL ORAL PARA PERROS,SI,Perros
CLINDACUTIN 10 mg/g POMADA PARA PERROS,SI,Perros
STROMEASE 25 mg/ml COLIRIO EN SOLUCION PARA PERROS Y GATOS,SI,Perros
"BUPRELAB 0,3 mg/ml SOLUCION INYECTABLE PARA PERROS Y GATOS",SI,Perros
CANIGEN DHPPI LIOFILIZADO Y DISOLVENTE PARA SUSPENSION INYECTABLE PARA PERROS,NO,Perros
"MEKTIX 12,5 mg/125 mg COMPRIMIDOS RECUBIERTOS CON PELICULA PARA PERROS QUE PESEN AL MENOS 5 kg",NO,Perros
"MEKTIX 12,5 mg/125 mg COMPRIMIDOS RECUBIERTOS CON PELICULA PARA PERROS QUE PESEN AL MENOS 5 kg",NO,Perros
"MEKTIX 12,5 mg/125 mg COMPRIMIDOS RECUBIERTOS CON PELICULA PARA PERROS QUE PESEN AL MENOS 5 kg",NO,Perros
THYROXAVET 400 MICROGRAMOS COMPRIMIDOS PARA PERROS Y GATOS,NO,Perros
THYROXAVET 400 MICROGRAMOS COMPRIMIDOS PARA PERROS Y GATOS,SI,Perros
THYROXAVET 200 MICROGRAMOS COMPRIMIDOS PARA PERROS Y GATOS,NO,Gatos
THYROXAVET 200 MICROGRAMOS COMPRIMIDOS PARA PERROS Y GATOS,SI,Perros
ALFADEXX 2 mg/ml SOLUCION INYECTABLE PARA CABALLOS  BOVINO CAPRINO PORCINO PERROS Y GATOS,NO,Gatos
ALFADEXX 2 mg/ml SOLUCION INYECTABLE PARA CABALLOS  BOVINO CAPRINO PORCINO PERROS Y GATOS,NO,Perros
MODERIN 2 mg,SI,Perros
RONAXAN 20 mg COMPRIMIDOS,NO,Gatos
RONAXAN 20 mg COMPRIMIDOS,NO,Gatos
RONAXAN 100 mg COMPRIMIDOS,NO,Gatos
RONAXAN 100 mg COMPRIMIDOS,NO,Perros
RONAXAN 100 mg COMPRIMIDOS,NO,Gatos
RONAXAN 100 mg COMPRIMIDOS,NO,Perros
RONAXAN 100 mg COMPRIMIDOS,NO,Perros
RONAXAN 20 mg COMPRIMIDOS,NO,Gatos
ALGENAMIC 40 mg/ml SOLUCION INYECTABLE,NO,Perros
ALGENAMIC 40 mg/ml SOLUCION INYECTABLE,SI,Perros
ALGENAMIC 40 mg/ml SOLUCION INYECTABLE,SI,Perros
ALGENAMIC 40 mg/ml SOLUCION INYECTABLE,NO,Perros
ALGENAMIC 40 mg/ml SOLUCION INYECTABLE,NO,Perros
ALGENAMIC 40 mg/ml SOLUCION INYECTABLE,NO,Perros
"APOQUEL 3,6 mg COMPRIMIDOS MASTICABLES PARA PERROS",SI,Perros
"APOQUEL 3,6 mg COMPRIMIDOS MASTICABLES PARA PERROS",SI,Perros
TOLFENIL 40 mg/ml SOLUCION INYECTABLE,SI,Perros
TOLFENIL 40 mg/ml SOLUCION INYECTABLE,SI,Perros
TOLFENIL 40 mg/ml SOLUCION INYECTABLE,SI,Perros
TOLFENIL 40 mg/ml SOLUCION INYECTABLE,SI,Perros
TOLFENIL 40 mg/ml SOLUCION INYECTABLE,SI,Perros
TOLFENIL 40 mg/ml SOLUCION INYECTABLE,SI,Perros
"APOQUEL 5,4 mg COMPRIMIDOS MASTICABLES PARA PERROS",SI,Perros
"APOQUEL 5,4 mg COMPRIMIDOS MASTICABLES PARA PERROS",SI,Perros
APOQUEL 16 mg COMPRIMIDOS MASTICABLES PARA PERROS,SI,Perros
APOQUEL 16 mg COMPRIMIDOS MASTICABLES PARA PERROS,SI,Perros
KETABEL 100 mg/ml SOLUCION INYECTABLE,SI,Gatos
KETABEL 100 mg/ml SOLUCION INYECTABLE,NO,Gatos
KETABEL 100 mg/ml SOLUCION INYECTABLE,NO,Perros
KETABEL 100 mg/ml SOLUCION INYECTABLE,NO,Gatos
CLAVASEPTIN 750 mg COMPRIMIDOS SABOR PARA PERROS,NO,Perros
CLAVASEPTIN 750 mg COMPRIMIDOS SABOR PARA PERROS,SI,Perros
CLAVASEPTIN 750 mg COMPRIMIDOS SABOR PARA PERROS,NO,Perros
CLAVASEPTIN 750 mg COMPRIMIDOS SABOR PARA PERROS,NO,Perros
"ZENALPHA 0,5 mg/ml + 10 mg/ml SOLUCION INYECTABLE PARA PERROS",NO,Perros
"ZENALPHA 0,5 mg/ml + 10 mg/ml SOLUCION INYECTABLE PARA PERROS",NO,Perros
"ZENALPHA 0,5 mg/ml + 10 mg/ml SOLUCION INYECTABLE PARA PERROS",NO,Perros
APOQUEL 16 mg COMPRIMIDOS RECUBIERTOS CON PELICULA PARA PERROS,NO,Perros
APOQUEL 16 mg COMPRIMIDOS RECUBIERTOS CON PELICULA PARA PERROS,SI,Perros
"ALPRAMIL 4 mg/10 mg COMPRIMIDOS RECUBIERTOS CON PELICULA PARA GATOS QUE PESEN AL MENOS 0,5 Kg",NO,Gatos
"ALPRAMIL 4 mg/10 mg COMPRIMIDOS RECUBIERTOS CON PELICULA PARA GATOS QUE PESEN AL MENOS 0,5 Kg",NO,Gatos
"ALPRAMIL 4 mg/10 mg COMPRIMIDOS RECUBIERTOS CON PELICULA PARA GATOS QUE PESEN AL MENOS 0,5 Kg",NO,Gatos
"ALPRAMIL 4 mg/10 mg COMPRIMIDOS RECUBIERTOS CON PELICULA PARA GATOS QUE PESEN AL MENOS 0,5 Kg",NO,Gatos
"ALPRAMIL 4 mg/10 mg COMPRIMIDOS RECUBIERTOS CON PELICULA PARA GATOS QUE PESEN AL MENOS 0,5 Kg",NO,Gatos
"ALPRAMIL 4 mg/10 mg COMPRIMIDOS RECUBIERTOS CON PELICULA PARA GATOS QUE PESEN AL MENOS 0,5 Kg",NO,Gatos
"ALPRAMIL 4 mg/10 mg COMPRIMIDOS RECUBIERTOS CON PELICULA PARA GATOS QUE PESEN AL MENOS 0,5 Kg",NO,Gatos
"ALPRAMIL 4 mg/10 mg COMPRIMIDOS RECUBIERTOS CON PELICULA PARA GATOS QUE PESEN AL MENOS 0,5 Kg",NO,Gatos
"ALPRAMIL 4 mg/10 mg COMPRIMIDOS RECUBIERTOS CON PELICULA PARA GATOS QUE PESEN AL MENOS 0,5 Kg",NO,Gatos
ALPRAMIL 12 mg/30 mg COMPRIMIDOS RECUBIERTOS CON PELICULA PARA GATOS QUE PESEN AL MENOS 3 Kg,NO,Gatos
